Time,Density,gasTemp,dustTemp,av,H2O ,H2  ,H   ,H+  ,HE+ ,C   ,C+  ,O   ,O+  ,CO  ,CO+ ,E-  
  1.000E-07, 1.0000E+03,  100.00,   14.69, 1.7809E-03, 1.238E-30, 3.000E-01, 4.000E-01, 1.660E-17, 4.269E-18, 1.860E-15, 1.000E-04, 3.000E-04, 7.623E-20, 4.380E-28, 1.778E-22, 1.000E-04
  2.000E-07, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 2.722E-30, 3.000E-01, 4.000E-01, 3.320E-17, 8.538E-18, 3.721E-15, 1.000E-04, 3.000E-04, 1.525E-19, 9.629E-28, 3.556E-22, 1.000E-04
  4.000E-07, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 9.521E-30, 3.000E-01, 4.000E-01, 6.640E-17, 1.708E-17, 7.441E-15, 1.000E-04, 3.000E-04, 3.049E-19, 3.368E-27, 7.113E-22, 1.000E-04
  8.000E-07, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 2.981E-29, 3.000E-01, 4.000E-01, 1.328E-16, 3.415E-17, 1.488E-14, 1.000E-04, 3.000E-04, 6.099E-19, 1.055E-26, 1.423E-21, 1.000E-04
  1.600E-06, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 8.852E-29, 3.000E-01, 4.000E-01, 2.656E-16, 6.830E-17, 2.976E-14, 1.000E-04, 3.000E-04, 1.220E-18, 3.132E-26, 2.845E-21, 1.000E-04
  3.200E-06, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 3.711E-28, 3.000E-01, 4.000E-01, 5.312E-16, 1.366E-16, 5.953E-14, 1.000E-04, 3.000E-04, 2.439E-18, 1.314E-25, 5.691E-21, 1.000E-04
  6.400E-06, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.349E-27, 3.000E-01, 4.000E-01, 1.062E-15, 2.732E-16, 1.191E-13, 1.000E-04, 3.000E-04, 4.879E-18, 4.782E-25, 1.138E-20, 1.000E-04
  1.280E-05, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 4.694E-27, 3.000E-01, 4.000E-01, 2.125E-15, 5.464E-16, 2.381E-13, 1.000E-04, 3.000E-04, 9.756E-18, 1.665E-24, 2.277E-20, 1.000E-04
  2.560E-05, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.860E-26, 3.000E-01, 4.000E-01, 4.250E-15, 1.093E-15, 4.762E-13, 1.000E-04, 3.000E-04, 1.951E-17, 6.655E-24, 4.555E-20, 1.000E-04
  5.120E-05, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 7.188E-26, 3.000E-01, 4.000E-01, 8.501E-15, 2.186E-15, 9.525E-13, 1.000E-04, 3.000E-04, 3.901E-17, 2.588E-23, 9.114E-20, 1.000E-04
  1.024E-04, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 2.716E-25, 3.000E-01, 4.000E-01, 1.701E-14, 4.371E-15, 1.905E-12, 1.000E-04, 3.000E-04, 7.797E-17, 9.846E-23, 1.825E-19, 1.000E-04
  2.048E-04, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.063E-24, 3.000E-01, 4.000E-01, 3.402E-14, 8.742E-15, 3.810E-12, 1.000E-04, 3.000E-04, 1.558E-16, 4.086E-22, 3.656E-19, 1.000E-04
  4.096E-04, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 4.226E-24, 3.000E-01, 4.000E-01, 6.809E-14, 1.748E-14, 7.620E-12, 1.000E-04, 3.000E-04, 3.108E-16, 1.734E-21, 7.339E-19, 1.000E-04
  8.192E-04, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.658E-23, 3.000E-01, 4.000E-01, 1.364E-13, 3.497E-14, 1.524E-11, 1.000E-04, 3.000E-04, 6.189E-16, 7.127E-21, 1.478E-18, 1.000E-04
  1.638E-03, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 6.521E-23, 3.000E-01, 4.000E-01, 2.735E-13, 6.994E-14, 3.048E-11, 1.000E-04, 3.000E-04, 1.227E-15, 3.031E-20, 2.998E-18, 1.000E-04
  3.277E-03, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 2.677E-22, 3.000E-01, 4.000E-01, 5.499E-13, 1.399E-13, 6.097E-11, 1.000E-04, 3.000E-04, 2.413E-15, 1.566E-19, 6.151E-18, 1.000E-04
  6.554E-03, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.131E-21, 3.000E-01, 4.000E-01, 1.111E-12, 2.798E-13, 1.219E-10, 1.000E-04, 3.000E-04, 4.664E-15, 8.023E-19, 1.289E-17, 1.000E-04
  1.311E-02, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 1.029E-20, 3.000E-01, 4.000E-01, 2.261E-12, 5.595E-13, 2.439E-10, 1.000E-04, 3.000E-04, 8.746E-15, 5.201E-18, 2.764E-17, 1.000E-04
  2.621E-02, 1.0000E+03,  100.00,   14.68, 1.7809E-03, 9.176E-20, 3.000E-01, 4.000E-01, 4.657E-12, 1.119E-12, 4.881E-10, 1.000E-04, 3.000E-04, 1.541E-14, 3.146E-17, 6.099E-17, 1.000E-04
